Cipu;Ra Luos;Endereço Cartorial;Setor;Quadra;Conjunto;Lote;Área de Projeto;Código ;Uos Parâmetro;Uos Setor;Padrão Cores;Inicio de Faixa;Fim de Faixa;Faixa de área;Coef. de aprov. básico;Coef. aprov. máximo;Taxa de ocupação;Taxa de permeabilidade;Altura máxima;Afast. de frente;Afast. de fundo;Afast. lat. direito;Afast. lat. esquerdo;Obs. de afastamento;Galeria;Cota de soleira;Notas específicas;Subsolo;Marquise em área pública;x;y
"80.797";TAGUATINGA;SETOR A SUL QSA 14 LT 8;SETOR A SUL;QSA 14;;LT 8;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.815";TAGUATINGA;SETOR C SUL QSC 4 LT 34;SETOR C SUL;QSC 4;;LT 34;"350";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.820";TAGUATINGA;SETOR A NORTE QNA 11 LT 25;SETOR A NORTE;QNA 11;;LT 25;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.823";TAGUATINGA;SETOR L NORTE QNL 9 CJ B LT 5;SETOR L NORTE;QNL 9;CJ B;LT 5;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.839";TAGUATINGA;SETOR L NORTE QNL 9 CJ G LT 4;SETOR L NORTE;QNL 9;CJ G;LT 4;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.845";TAGUATINGA;SETOR L NORTE QNL 11 CJ J LT 14;SETOR L NORTE;QNL 11;CJ J;LT 14;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.851";TAGUATINGA;SETOR L NORTE QNL 4 BL E LT 7;SETOR L NORTE;QNL 4;BL E;LT 7;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.852";TAGUATINGA;SETOR L NORTE QNL 9 CJ G LT 6;SETOR L NORTE;QNL 9;CJ G;LT 6;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.855";TAGUATINGA;SETOR A SUL QSA 3 LT 28;SETOR A SUL;QSA 3;;LT 28;"315,6";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.980";TAGUATINGA;SETOR D SUL QSD 22 LT 12;SETOR D SUL;QSD 22;;LT 12;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"80.988";TAGUATINGA;SETOR A NORTE QNA 13 LT 11;SETOR A NORTE;QNA 13;;LT 11;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.002";TAGUATINGA;SETOR D SUL QSD 16 LT 8;SETOR D SUL;QSD 16;;LT 8;"300";307;RO 2;RO 2;RO 2;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.016";TAGUATINGA;SETOR D SUL QSD 24 LT 7;SETOR D SUL;QSD 24;;LT 7;"300";307;RO 2;RO 2;RO 2;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.040";TAGUATINGA;SETOR A SUL QSA 6 LT 2;SETOR A SUL;QSA 6;;LT 2;"459,885";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.049";TAGUATINGA;SETOR L NORTE QNL 3 CJ E LT 11;SETOR L NORTE;QNL 3;CJ E;LT 11;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.062";TAGUATINGA;SETOR D SUL QSD CL LT 1;SETOR D SUL;QSD;CL;LT 1;"1.250";342;CSII 3;CSII 3;CSII 3;"600";"4.500";600<a≤4500;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"81.068";TAGUATINGA;SETOR B NORTE QNB 6 LT 6;SETOR B NORTE;QNB 6;;LT 6;"350";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.072";TAGUATINGA;SETOR L NORTE QNL 16 VIA 3 LT 27;SETOR L NORTE;QNL 16;VIA 3;LT 27;"95,5";306;RO 2;RO 2;RO 2;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.082";TAGUATINGA;SETOR A NORTE QNA 6 LT 10;SETOR A NORTE;QNA 6;;LT 10;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.085";TAGUATINGA;SETOR A SUL QSA 18 LT 17;SETOR A SUL;QSA 18;;LT 17;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.088";TAGUATINGA;SETOR L NORTE QNL 3 CJ H LT 4;SETOR L NORTE;QNL 3;CJ H;LT 4;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.098";TAGUATINGA;SETOR L NORTE QNL 4 BL H LT 16;SETOR L NORTE;QNL 4;BL H;LT 16;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.102";TAGUATINGA;SETOR L NORTE EQNL 1/3 LT 2 TEMPLO RELIGIOSO;SETOR L NORTE;EQNL 1/3;;LT 2 TEMPLO RELIGIOSO;"1.200";312;CSIIR 1;CSIIR 1;CSIIR 1;"480";"1.500";480<a≤1500;"2";"2";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"81.133";TAGUATINGA;SETOR L NORTE QNL 2 BL H LT 16;SETOR L NORTE;QNL 2;BL H;LT 16;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.135";TAGUATINGA;SETOR L NORTE QNL 6 BL I LT 2;SETOR L NORTE;QNL 6;BL I;LT 2;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.154";TAGUATINGA;SETOR A NORTE QNA 12 LT 10;SETOR A NORTE;QNA 12;;LT 10;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.165";TAGUATINGA;SETOR L NORTE QNL 1 BL E LT 9;SETOR L NORTE;QNL 1;BL E;LT 9;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.170";TAGUATINGA;SETOR A SUL QSA 14 LT 34;SETOR A SUL;QSA 14;;LT 34;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.186";TAGUATINGA;SETOR DE INDÚSTRIAS GRÁFICAS CJ E LT 8;SETOR DE INDUSTRIAS GRAFICAS;;CJ E;LT 8;"300";347;CSIInd 1;CSIInd 1;CSIInd 1;"0";"400";a≤400;"2";"2";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"81.188";TAGUATINGA;SETOR D SUL QSD 23 LT 20;SETOR D SUL;QSD 23;;LT 20;"300";341;CSII 3;CSII 3;CSII 3;"0";"600";a≤600;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"81.220";TAGUATINGA;SETOR L NORTE QNL 16 VIA 4 LT 6;SETOR L NORTE;QNL 16;VIA 4;LT 6;"105,72";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.232";TAGUATINGA;SETOR B NORTE QNB 5 LT 29;SETOR B NORTE;QNB 5;;LT 29;"350";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.236";TAGUATINGA;SETOR L NORTE QNL 9 CJ J LT 6;SETOR L NORTE;QNL 9;CJ J;LT 6;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.240";TAGUATINGA;SETOR L NORTE QNL 1 CJ G LT 18;SETOR L NORTE;QNL 1;CJ G;LT 18;"250";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.241";TAGUATINGA;SETOR L NORTE QNL 4 CJ H LT 10;SETOR L NORTE;QNL 4;CJ H;LT 10;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.239";TAGUATINGA;SETOR DE INDÚSTRIAS GRÁFICAS CL LT 9;SETOR DE INDUSTRIAS GRAFICAS;;CL;LT 9;"50";347;CSIInd 1;CSIInd 1;CSIInd 1;"0";"400";a≤400;"2";"2";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"81.261";TAGUATINGA;SETOR C SUL QSC 18 LT 19;SETOR C SUL;QSC 18;;LT 19;"300";307;RO 2;RO 2;RO 2;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.266";TAGUATINGA;SETOR L NORTE QNL 3 BL G LT 9;SETOR L NORTE;QNL 3;BL G;LT 9;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.277";TAGUATINGA;SETOR L NORTE QNL 11 CJ I LT 4;SETOR L NORTE;QNL 11;CJ I;LT 4;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.309";TAGUATINGA;SETOR L NORTE QNL 14 CJ B LT 32;SETOR L NORTE;QNL 14;CJ B;LT 32;"105,75";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.317";TAGUATINGA;SETOR C SUL QSC 4 LT 29;SETOR C SUL;QSC 4;;LT 29;"350";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.320";TAGUATINGA;SETOR C SUL QSC 15 LT 19;SETOR C SUL;QSC 15;;LT 19;"360";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.328";TAGUATINGA;SETOR L NORTE QNL 6 CJ C LT 7;SETOR L NORTE;QNL 6;CJ C;LT 7;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.332";TAGUATINGA;SETOR L NORTE QNL 11 BL I LT 8;SETOR L NORTE;QNL 11;BL I;LT 8;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.351";TAGUATINGA;SETOR C SUL QSC 25 LT 1;SETOR C SUL;QSC 25;;LT 1;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.363";TAGUATINGA;SETOR C SUL QSC 2 LT 19;SETOR C SUL;QSC 2;;LT 19;"350";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.428";TAGUATINGA;SETOR A SUL QSA 17 LT 31;SETOR A SUL;QSA 17;;LT 31;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.429";TAGUATINGA;SETOR DE INDÚSTRIAS GRÁFICAS CJ C LT 11;SETOR DE INDUSTRIAS GRAFICAS;;CJ C;LT 11;"300";347;CSIInd 1;CSIInd 1;CSIInd 1;"0";"400";a≤400;"2";"2";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"81.431";TAGUATINGA;SETOR D SUL QSD 3 LT 39;SETOR D SUL;QSD 3;;LT 39;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.435";TAGUATINGA;SETOR D SUL QSD 41 LT 40;SETOR D SUL;QSD 41;;LT 40;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.441";TAGUATINGA;SETOR L NORTE QNL 11 CJ B LT 12;SETOR L NORTE;QNL 11;CJ B;LT 12;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.506";TAGUATINGA;SETOR L NORTE QNL 18 CJ B LT 8;SETOR L NORTE;QNL 18;CJ B;LT 8;"99";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.509";TAGUATINGA;SETOR L NORTE QNL 9 CJ G LT 17;SETOR L NORTE;QNL 9;CJ G;LT 17;"250";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.518";TAGUATINGA;SETOR L NORTE QNL 4 CJ I LT 4;SETOR L NORTE;QNL 4;CJ I;LT 4;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.522";TAGUATINGA;SETOR L NORTE QNL 3 CJ J LT 10;SETOR L NORTE;QNL 3;CJ J;LT 10;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.527";TAGUATINGA;SETOR A NORTE QNA 9 LT 8;SETOR A NORTE;QNA 9;;LT 8;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.528";TAGUATINGA;SETOR D SUL QSD 3 LT 22;SETOR D SUL;QSD 3;;LT 22;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.536";TAGUATINGA;SETOR A SUL QSA 17 LT 11;SETOR A SUL;QSA 17;;LT 11;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.559";TAGUATINGA;SETOR D SUL QSD 37 LT 8;SETOR D SUL;QSD 37;;LT 8;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.586";TAGUATINGA;SETOR L NORTE QNL 18 VIA 2 LT 6;SETOR L NORTE;QNL 18;VIA 2;LT 6;"89,25";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.604";TAGUATINGA;SETOR L NORTE QNL 4 CJ F LT 4;SETOR L NORTE;QNL 4;CJ F;LT 4;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.612";TAGUATINGA;SETOR D SUL QSD 43 LT 33;SETOR D SUL;QSD 43;;LT 33;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.627";TAGUATINGA;SETOR L NORTE QNL 1 BL F LT 12;SETOR L NORTE;QNL 1;BL F;LT 12;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.633";TAGUATINGA;SETOR L NORTE QNL 18 CJ A LT 2;SETOR L NORTE;QNL 18;CJ A;LT 2;"150,54";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.635";TAGUATINGA;SETOR B SUL QSB 10 LT 11;SETOR B SUL;QSB 10;;LT 11;"350";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.694";TAGUATINGA;SETOR A SUL QSA 14 LT 32;SETOR A SUL;QSA 14;;LT 32;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.716";TAGUATINGA;SETOR A SUL QSA 19 LT 11;SETOR A SUL;QSA 19;;LT 11;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.748";TAGUATINGA;SETOR L NORTE QNL 9 CJ H LT 3;SETOR L NORTE;QNL 9;CJ H;LT 3;"200";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.784";TAGUATINGA;SETOR D SUL QSD 7 LT 21;SETOR D SUL;QSD 7;;LT 21;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.815";TAGUATINGA;SETOR L NORTE QNL 1 BL F LT 9;SETOR L NORTE;QNL 1;BL F;LT 9;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.822";TAGUATINGA;SETOR B SUL QSB 15 LT 26;SETOR B SUL;QSB 15;;LT 26;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.841";TAGUATINGA;SETOR L NORTE QNL 3 CJ G LT 18;SETOR L NORTE;QNL 3;CJ G;LT 18;"250";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.864";TAGUATINGA;SETOR L NORTE QNL 4 BL F LT 11;SETOR L NORTE;QNL 4;BL F;LT 11;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.865";TAGUATINGA;SETOR A SUL QSA 19 LT 31;SETOR A SUL;QSA 19;;LT 31;"310";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.867";TAGUATINGA;SETOR L NORTE QNL 18 VIA 1 LT 2;SETOR L NORTE;QNL 18;VIA 1;LT 2;"99";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.906";TAGUATINGA;SETOR L NORTE QNL 2 BL H LT 7;SETOR L NORTE;QNL 2;BL H;LT 7;"120";304;RO 1;RO 1;RO 1;"0";"250";a≤250;"2";"2";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"81.930";TAGUATINGA;SETOR C SUL QSC 25 LT 22;SETOR C SUL;QSC 25;;LT 22;"300";305;RO 1;RO 1;RO 1;"250";"650";250<a≤650;"2";"2";"80";"10";"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
