,,,,,,RE 1,RE 2,RE 3,RO 1,RO 2,CSIIR 1 NO,CSIIR 1,CSIIR 2 NO,CSIIR 2,CSIIR 3,CSII 1,CSII 2,CSII 3,CSIIndR,CSIInd 1,CSIInd 2,CSIInd 3,Inst,PAC 1,PAC 2,PAC 3
,47-G,"47,1",47.13-0,4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines (comércio varejista não especializado sem predominância de gêneros alimentícios em estabelecimentos de pequeno porte que oferecem miudezas, quinquilharias e outras mercadorias variadas)",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,2",47.21-1,4721-1/02,Padaria e confeitaria com predominância de revenda,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,2",47.21-1,4721-1/03,Comércio varejista de laticínios e frios,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,2",47.21-1,4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes (na UOS assinalada é permitida apenas baleiro constituído com microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,2",47.22-9,4722-9/01,Comércio varejista de carnes - açougues,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
,47-G,"47,2",47.22-9,4722-9/02,Peixaria,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
,47-G,"47,2",47.23-7,4723-7/00,Comércio varejista de bebidas,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
,47-G,"47,2",47.24-5,4724-5/00,Comércio varejista de hortifrutigranjeiros,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
,47-G,"47,2",47.29-6,4729-6/01,Tabacaria,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
,47-G,"47,2",47.29-6,4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
,47-G,"47,2",47.29-6,4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente (vide produtos citados nas Notas Explicativas da CNAE),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,47-G,"47,3",47.31-8,4731-8/00,Comércio varejista de combustíveis para veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
,47-G,"47,3",47.32-6,4732-6/00,Comércio varejista de lubrificantes,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
,47-G,"47,4",47.41-5,4741-5/00,Comércio varejista de tintas e materiais para pintura,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.42-3,4742-3/00,Comércio varejista de material elétrico,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.43-1,4743-1/00,Comércio varejista de vidros,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/01,Comércio varejista de ferragens e ferramentas,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/02,Comércio varejista de madeira e artefatos,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/03,Comércio varejista de materiais hidráulicos,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente (vide materiais citados nas Notas Explicativas da CNAE),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/06,Comércio varejista de pedras para revestimento,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,4",47.44-0,4744-0/99,Comércio varejista de materiais de construção em geral,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,5",47.51-2,4751-2/01,Comércio varejista especializado de equipamentos e suprimentos de informática,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,47-G,"47,5",47.51-2,4751-2/02,Recarga de cartuchos para equipamentos de informática,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,47-G,"47,5",47.52-1,4752-1/00,Comércio varejista especializado de equipamentos de telefonia e comunicação,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,47-G,"47,5",47.53-9,4753-9/00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,47-G,"47,5",47.54-7,4754-7/01,Comércio varejista de móveis,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,5",47.54-7,4754-7/02,Comércio varejista de artigos de colchoaria,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,5",47.54-7,4754-7/03,Comércio varejista de artigos de iluminação,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,5",47.55-5,4755-5/01,Comércio varejista de tecidos,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,5",47.55-5,4755-5/02,Comercio varejista de artigos de armarinho,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,5",47.55-5,4755-5/03,"Comercio varejista de artigos de cama, mesa e banho",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,5",47.56-3,4756-3/00,Comércio varejista especializado de instrumentos musicais e acessórios,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,5",47.57-1,4757-1/00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,5",47.59-8,4759-8/01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,5",47.59-8,4759-8/99,"Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente (vidro, cristal, porcelana, borracha, plástico, metal, madeira, vime, bambu e outros similares - panelas, louças, garrafas térmicas, escadas domésticas. escovas, vassouras, cabides etc., artigos de cutelaria, toldos e similares - vide outros artigos citados nas Notas Explicativas da CNAE)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,47-G,"47,6",47.61-0,4761-0/01,Comércio varejista de livros,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,6",47.61-0,4761-0/02,Comércio varejista de jornais e revistas,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,6",47.61-0,4761-0/03,Comércio varejista de artigos de papelaria,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
,47-G,"47,6",47.62-8,4762-8/00,"Comércio varejista de discos, CDs, DVDs e fitas",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,6",47.63-6,4763-6/01,"Comércio varejista de brinquedos e artigos recreativos (brinquedos, jogos - eletrônicos ou não - e artigos recreativos)",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,6",47.63-6,4763-6/02,"Comércio varejista de artigos esportivos (equipamentos e materiais esportivos, artigos do vestuário e acessórios especializados para a prática de esportes)",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,6",47.63-6,4763-6/03,Comércio varejista de bicicletas e triciclos; peças e acessórios,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,6",47.63-6,4763-6/04,"Comércio varejista de artigos de caça, pesca e camping",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,6",47.63-6,4763-6/05,"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios (embarcações para esporte e lazer, caiaques, asa deltas, ultraleves, kart, jet ski, veleiros,
… e suas peças e acessórios)",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
,47-G,"47,7",47.71-7,4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,7",47.71-7,4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
,47-G,"47,7",47.71-7,4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
,47-G,"47,7",47.71-7,4771-7/04,Comércio varejista de medicamentos veterinários,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,7",47.72-5,4772-5/00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
,47-G,"47,7",47.73-3,4773-3/00,Comércio varejista de artigos médicos e ortopédicos,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,7",47.74-1,4774-1/00,Comércio varejista de artigos de óptica,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,8",47.81-4,4781-4/00,Comércio varejista de artigos do vestuário e acessórios,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,8",47.82-2,4782-2/01,Comércio varejista de calçados,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,8",47.82-2,4782-2/02,Comércio varejista de artigos de viagem,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,8",47.83-1,4783-1/01,Comércio varejista de artigos de joalheria,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,8",47.83-1,4783-1/02,Comércio varejista de artigos de relojoaria,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,8",47.84-9,4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
,47-G,"47,8",47.85-7,4785-7/01,Comércio varejista de antigüidades,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
,47-G,"47,8",47.85-7,4785-7/99,"Comércio varejista de outros artigos usados (numismática, filatelia, sebo, móveis, utensílios domésticos, materiais de demolição - vide outros artigos citados nas Notas Explicativas da CNAE)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
,47-G,"47,8",47.89-0,4789-0/01,"Comércio varejista de souvenirs, bijuterias e artesanatos",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
,47-G,"47,8",47.89-0,4789-0/02,Comércio varejista de plantas e flores naturais,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,8",47.89-0,4789-0/03,Comércio varejista de objetos de arte,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,8",47.89-0,4789-0/04,"Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação (cães, gatos, peixes ornamentais, mordaça, focinheira, caminha, aquários, gaiolas, ração, … - petshop)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,8",47.89-0,4789-0/05,"Comércio varejista de produtos saneantes domissanitários (detergentes, desinfetantes, fungicidas, inseticidas, desodorizantes, …)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
,47-G,"47,8",47.89-0,4789-0/06,Comércio varejista de fogos de artifício e artigos pirotécnicos,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
,47-G,"47,8",47.89-0,4789-0/07,Comércio varejista de equipamentos para escritório,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,47-G,"47,8",47.89-0,4789-0/08,Comércio varejista de artigos fotográficos e para filmagem,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
,47-G,"47,8",47.89-0,4789-0/09,Comércio varejista de armas e munições,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,07-B,"7,1",07.10-3,0710-3/02,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.21-9,0721-9/02,Beneficiamento de minério de alumínio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.22-7,0722-7/02,Beneficiamento de minério de estanho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.23-5,0723-5/02,Beneficiamento de minério de manganês,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.24-3,0724-3/02,Beneficiamento de minério de metais preciosos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.29-4,0729-4/01,Extração de minérios de nióbio e titânio (inclui o beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.29-4,0729-4/02,Extração de minério de tungstênio (inclui o beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.29-4,0729-4/03,Extração de minério de níquel (inclui o beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,07-B,"7,2",07.29-4,0729-4/05,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente (vide outros minerais citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/01,Extração de ardósia e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/02,Extração de granito e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/03,Extração de mármore e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/04,Extração de calcário e dolomita e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/05,Extração de gesso e caulim (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/06,"Extração de areia, cascalho ou pedregulho e beneficiamento associado (beneficiamento)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/07,Extração de argila e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/08,Extração de saibro e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/09,Extração de basalto e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/10,Beneficiamento de gesso e caulim associado à extração (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,1",08.10-0,0810-0/99,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado (beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,9",08.92-4,0892-4/03,Refino e outros tratamentos do sal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,9",08.99-1,0899-1/01,Extração de grafita (inclui o beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,9",08.99-1,0899-1/02,Extração de quartzo (inclui o beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,08-B,"8,9",08.99-1,0899-1/03,Extração de amianto (inclui o beneficiamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,09-B,"9,1",09.10-6,0910-6/00,Atividades de apoio à extração de petróleo e gás natural (empresas de apoio à extração),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,09-B,"9,9",09.90-4,0990-4/01,Atividades de apoio à extração de minério de ferro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,09-B,"9,9",09.90-4,0990-4/02,Atividades de apoio à extração de minerais metálicos não- ferrosos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,09-B,"9,9",09.90-4,0990-4/03,Atividades de apoio à extração de minerais não-metálicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,10-C,"10,1",10.11-2,1011-2/01,Frigorífico - abate de bovinos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.11-2,1011-2/02,Frigorífico - abate de eqüinos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.11-2,1011-2/03,Frigorífico - abate de ovinos e caprinos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.11-2,1011-2/04,Frigorífico - abate de bufalinos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.11-2,1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.12-1,1012-1/01,Abate de aves (vide Nota 1),#REF!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,10-C,"10,1",10.12-1,1012-1/02,Abate de pequenos animais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.12-1,1012-1/03,Frigorífico - abate de suínos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.12-1,1012-1/04,Matadouro - abate de suínos sob contrato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,10-C,"10,1",10.13-9,1013-9/01,Fabricação de produtos de carne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,10-C,"10,1",10.13-9,1013-9/02,Preparação de subprodutos do abate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,10-C,"10,2",10.20-1,1020-1/01,"Preservação de peixes, crustáceos e moluscos",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,2",10.20-1,1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos (inclui farinha de pescado e alimentos para animais)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,3",10.31-7,1031-7/00,"Fabricação de conservas de frutas (inclui a fabricação de doces, concentrados, polpas, …)(na UOS assinalada são permitidos apenas compoteiro e fabricante de conservas de frutas constituídos como microempreendedores individuais - MEI )",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,3",10.32-5,1032-5/01,Fabricação de conservas de palmito (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI ),0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,3",10.32-5,1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito (inclui vegetais desidratados, farinha e sêmola de batata, batata frita, …)(na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,3",10.33-3,1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes (inclui polpa de fruta)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,3",10.33-3,1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,4",10.41-4,1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho (inclui tortas, farinhas e farelos de sementes, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,10-C,"10,4",10.42-2,1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho (inclui ceras, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,10-C,"10,4",10.43-1,1043-1/00,Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,10-C,"10,5",10.51-1,1051-1/00,Preparação do leite (inclui o envasamento),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,10-C,"10,5",10.52-0,1052-0/00,"Fabricação de laticínios (manteiga, coalhada, iogurte, queijo, doce de leite, sobremesas lacteas, leite em pó, bebidas lácteas)(na UOS assinalada é permitido apenas fabricante constituído como microempresário)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,5",10.53-8,1053-8/00,"Fabricação de sorvetes e outros gelados comestíveis (sorvete, picolé, bolos e tortas gelados)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,6",10.61-9,1061-9/01,Beneficiamento de arroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,10-C,"10,6",10.61-9,1061-9/02,Fabricação de produtos do arroz,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,6",10.62-7,1062-7/00,Moagem de trigo e fabricação de derivados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,10-C,"10,6",10.63-5,1063-5/00,Fabricação de farinha de mandioca e derivados,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,6",10.64-3,1064-3/00,"Fabricação de farinha de milho e derivados, exceto óleos de milho",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,6",10.65-1,1065-1/01,Fabricação de amidos e féculas de vegetais,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,6",10.65-1,1065-1/02,Fabricação de óleo de milho em bruto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,10-C,"10,6",10.65-1,1065-1/03,Fabricação de óleo de milho refinado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,10-C,"10,6",10.66-0,1066-0/00,Fabricação de alimentos para animais,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,6",10.69-4,1069-4/00,"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente (inclui legumes secos, farinhas compostas - vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,7",10.71-6,1071-6/00,"Fabricação de açúcar em bruto (inclui derivados como rapadura, melaço, ...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,10-C,"10,7",10.72-4,1072-4/01,"Fabricação de açúcar de cana refinado (inclui glicose, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,10-C,"10,7",10.72-4,1072-4/02,Fabricação de açúcar de cereais (dextrose) e de beterraba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,10-C,"10,8",10.81-3,1081-3/01,Beneficiamento de café,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,10-C,"10,8",10.81-3,1081-3/02,Torrefação e moagem de café,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,10-C,"10,8",10.82-1,1082-1/00,Fabricação de produtos à base de café,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,10-C,"10,9",10.91-1,1091-1/01,"Fabricação de produtos de panificação industrial (inclui roscas, bolos, tortas, farinha de rosca, …)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.91-1,1091-1/02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria (padarias tradicionais),0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.92-9,1092-9/00,Fabricação de biscoitos e bolachas,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.93-7,1093-7/01,Fabricação de produtos derivados do cacau e de chocolates (na UOS assinalada é permitido apenas chocolateiro constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.93-7,1093-7/02,"Fabricação de frutas cristalizadas, balas e semelhantes (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.94-5,1094-5/00,Fabricação de massas alimentícias (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.95-3,1095-3/00,"Fabricação de especiarias, molhos, temperos e condimentos (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual- MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
